batch,url,page_type,priority,copy,chars,Flag
Batch 3,https://www.thegoodguys.com.au/arlo/smart-home/home-security/video-doorbells,B3,5,"Protect your home with Arlo video doorbells offering sharp 2K views, motion alerts and two-way talk for smarter entry monitoring. Explore wired and wireless options at The Good Guys to enhance visibility, deter intruders and manage.",232,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/pixbee/smart-home/connected-home/smart-lighting,B3,5,"Create calmer nights with Pixbee smart lighting, combining wake-up lights, nursery lamps and night lights that support better sleep routines. Discover connected options at The Good Guys with app control, voice assistant compatibility.",234,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/euromaid/cooking-and-dishwashers/rangehoods,B2,5,"Maintain fresh, clear air while cooking with Euromaid rangehoods from The Good Guys, offering strong extraction and ducted or recirculating options. Choose canopy designs in multiple widths and finishes to match your kitchen layout.",232,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/harman-kardon/audio,B1,5,"Stay immersed with Harman Kardon audio delivering rich, room-filling sound for music, movies, and gaming. Explore soundbars and speakers at The Good Guys with Dolby Atmos, seamless streaming, and sleek designs to enhance your home.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/kambrook/small-kitchen-appliances/mixers-and-food-processors/blenders,B3,5,"Stay active with Kambrook blenders from The Good Guys, ideal for quick smoothies, protein shakes and icy drinks. Save time with compact designs, durable blades and convenient blend-and-go bottles for fast prep and easy cleaning.",228,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/breville/small-kitchen-appliances/coffee-machines-and-beverages/milk-frothers,B3,5,"Create café-style drinks at home with Breville milk frothers from The Good Guys, delivering silky microfoam and custom temperature control. Upgrade your coffee, hot chocolate, and chai with precise heating, simple controls, and easy-to-clean designs.",250,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/belkin/phones-and-wearables/phone-accessories/car-phone-holders-and-chargers,B3,5,"Stay connected on every drive with Belkin car phone holders and chargers from The Good Guys, offering secure mounting and fast charging. Optimise navigation, calls, and power management with compact, dashboard-ready solutions.",226,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/delonghi/heating-and-cooling/air-conditioners,B2,5,"Stay cool with DeLonghi Air Conditioners from The Good Guys, offering portable cooling solutions with adjustable fan speeds and efficient temperature control. Save time with easy-to-move units, simple setup and models ranging.",226,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/tcl/phones-and-wearables/mobile-phones/unlocked-mobile-phones,B3,5,"Stay connected with TCL unlocked mobile phones offering sharp displays, generous storage, and 4G or 5G performance. Explore contract-free flexibility and multi-day battery options at The Good Guys for everyday calls, streaming, and apps.",237,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/ovens/steam-ovens,B3,5,"Cook precisely with Bosch Steam Ovens from The Good Guys, combining steam baking, roasting and reheating for succulent results. Save time with programmable settings, multi-stage cooking and even heat distribution in a 60cm built-in design.",239,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/energizer/digital-cameras/camera-accessories/batteries,B3,5,"Power your devices with Energizer Batteries from The Good Guys, delivering long-lasting performance for cameras, remotes, toys and more. Stay ready with AA, AAA, 9V and lithium coin options designed for consistent output and dependable everyday use.",249,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/solt/cooking-and-dishwashers/cooktops,B2,5,"Stay in control with Solt Cooktops from The Good Guys, offering precise heat, practical layouts and easy-clean surfaces. Save time with ceramic and gas options designed for efficient cooking, simple controls and a streamlined fit in modern kitchens.",249,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/instax/digital-cameras/camera-accessories,B2,5,"Capture every moment with Instax Camera Accessories from The Good Guys, pairing instant film and compact printers for quick, creative prints. Stay organised and ready with multi-pack films and portable printers that turn.",221,clone:first5_words_x2
Batch 3,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/ovens/warming-drawers,B3,4,"Serve meals at the ideal temperature with Bosch warming drawers from The Good Guys, offering flexible capacity and uniform heat control. Streamline hosting and meal prep with precise temperature settings and sleek built-in integration.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/ovens/double-ovens,B3,4,"Save time with Bosch double ovens offering multitier cooking, precise temperature control, and pyrolytic cleaning. Discover 60cm built-in Bosch models at The Good Guys for efficient meal prep, stainless steel durability,.",221,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/logitech/gaming/gaming-accessories/gaming-keyboards-and-mice,B3,4,"Power up every match with Logitech gaming mice and keyboards from The Good Guys, built for precise tracking, low-latency response and customisable controls. Stay ahead with RGB lighting options, ergonomic layouts and wired or wireless.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/joseph-joseph/cooking-and-dishwashers/kitchenware/kitchen-tools,B3,4,"Streamline meal prep with Joseph Joseph kitchen tools offering smart chopping, measuring and storage solutions for organised benches. Discover compact racks, utensils and dispensers at The Good Guys to save space, boost efficiency.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/loewe/audio,B1,4,"Upgrade movie nights with Loewe audio from The Good Guys, delivering precise sound, flexible speaker setups and powerful subwoofers. Stay immersed with multi-room options, smart radios and home theatre systems tailored for rich,.",229,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/lenovo/gaming/gaming-accessories/gaming-monitors,B3,4,"Dominate every session with Lenovo Gaming Monitors from The Good Guys, offering fast refresh rates and sharp FHD or QHD resolution. Stay immersed with curved and IPS panels that deliver smooth motion, rich detail and responsive.",228,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/artusi/cooking-and-dishwashers/ovens/freestanding-ovens,B3,4,"Save time with ARTUSI freestanding ovens offering gas and dual fuel cooking, precise temperature control and versatile upright designs. Explore compact 54cm to spacious 90cm models at The Good Guys for flexible installation.",224,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/chiq/laundry/washing-machines/front-load-washing-machines,B3,4,"Care for every load with CHiQ front load washing machines from The Good Guys, offering efficient cycles and gentle fabric care. Save water and energy while tackling daily laundry needs with generous capacities and smart wash options.",233,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/brother/computers-tablets-and-gaming/printers-paper-and-ink,B2,4,"Print sharper reports and vibrant documents with Brother printers and genuine ink and toner, tailored for home offices and study spaces. Discover efficient laser and inkjet options at The Good Guys for clear output, cost-effective.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/philips/heating-and-cooling/air-treatment,B2,4,"Breathe cleaner air with Philips air treatment, combining targeted purification, humidifying and dehumidifying to support healthier living spaces. Explore smart sensors, multi-stage filtration and quiet operation from The Good Guys.",232,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/breville/small-kitchen-appliances/specialty-appliances/dessert-machines,B3,4,"Create café-style desserts at home with Breville dessert machines from The Good Guys, offering precise temperature control and consistent results. Save time with ice cream, milkshake and waffle makers that deliver smooth textures.",230,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/bosch/cooking-and-dishwashers/rangehoods/60cm-rangehoods,B3,4,"Clear the air in your kitchen with Bosch 60cm rangehoods from The Good Guys, designed to target steam, smoke and odours efficiently. Choose from slide-out, fixed and canopy options with strong extraction and focused lighting to match.",234,clone:first5_words_x4 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/hoover/vacuums-and-cleaners/vacuum-and-cleaning-accessories/vacuum-attachments,B3,4,"Power through cleaning with Hoover vacuum attachments from The Good Guys, designed for targeted dust pickup and surface care. Upgrade with specialised brushes, filters, chargers and batteries to maintain suction performance and extend.",235,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/hisense/televisions/all-tvs/tvs-65-inch-to-74-inch,B3,4,"Transform movie nights with Hisense 65 to 74 inch TVs from The Good Guys, offering vivid 4K Ultra HD detail and smooth motion. Stay immersed with ULED and Mini LED screens, smart connectivity, and efficient energy ratings tailored.",231,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/miele/laundry/washing-machines/auto-dosing-washing-machines,B3,4,"Protect your clothing with Miele auto dosing washing machines that optimise detergent use, care for fabrics and support efficient water and energy performance. Discover smart front load and combo washer dryer options at The Good Guys.",234,clone:first5_words_x2 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/linsar/televisions/wall-mounts-and-stands,B2,4,"Stay organised with Linsar wall mounts and stands that secure your TV while maximising space and viewing comfort. Explore mounting kits and sturdy stands at The Good Guys for easy installation, flexible positioning and a tidy entertainment setup.",246,entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/russell-hobbs/small-kitchen-appliances,B1,4,"Save time with Russell Hobbs small kitchen appliances that simplify boiling, toasting, slow cooking and air frying with precise controls and generous capacities. Explore kettles, toasters, slow cookers and more at The Good Guys.",228,clone:first5_words_x3 | entity:no_named_tech_in_S1
Batch 3,https://www.thegoodguys.com.au/westinghouse/cooking-and-dishwashers/rangehoods/fixed-rangehoods,B3,4,"Clear kitchen smoke and odours with Westinghouse Fixed Rangehoods from The Good Guys, designed for effective extraction and simple controls. Save time with easy-to-clean filters, multiple fan speeds and sizes to suit a range of cooktops.",237,entity:no_named_tech_in_S1
Batch 4,https://www.thegoodguys.com.au/hafele/cooking-and-dishwashers,B1,4,"Stay organised in the kitchen with Hafele cooking and dishwashing solutions from The Good Guys, offering durable sinks, mixer taps and accessories. Upgrade to stainless steel or quartz finishes that support efficient cleaning,.",227,clone:first5_words_x2 | entity:no_named_tech_in_S1
